Customer_ID,First_Name,Last_Name,Email,Phone,Membership_Levl,Points,Join_Date ,Last_Visit,Preferred_Theater_ID,Total_Spend,Visit_Frequency,Customer_Status,Preferred_Genre,Helper_Date,Helper_Customer_Status,Helper _Customer_Status distribution,New _ Helper_customer
317,Ursuline,Haily,uhaily8s@yahoo.com,877-790-6966,Gold,599,13/03/2024,03/01/2024,6,1883,1.1,Active,Family,45395,Post-Implementation,5,Active
318,Kendrick,Howman,khowman8t@about.me,316-819-1634,Gold,56,17/01/2024,20/06/2024,6,303,3.4,Active,Documentary,45463,Post-Implementation,1,Active
319,Martino,Camacho,mcamacho8u@tamu.edu,958-763-0760,Gold,389,05/11/2022,24/06/2024,3,955,1.7,Lapsed,Family,45467,Pre-Implementation,5,Lapsed
320,Ingrim,Bowell,ibowell8v@about.com,170-372-4325,Silver,223,29/11/2022,03/09/2024,5,1969,2.9,Active,Comedy,45538,Pre-Implementation,7,Active
321,Susette,McTrustam,smctrustam8w@nifty.com,227-752-2566,Silver,94,29/06/2022,22/09/2024,4,1365,0.7,Active,Documentary,45557,Pre-Implementation,7,Active
322,Renelle,Barus,rbarus8x@japanpost.jp,559-529-8471,Gold,520,18/09/2023,05/06/2024,4,887,0.9,Active,Drama,45448,Post-Implementation,5,Active
323,May,Dudson,mdudson8y@bloglines.com,600-953-3914,Silver,227,19/02/2023,17/06/2024,7,503,1.8,Active,Horror,45460,Implementation,4,Active
324,Kenny,Craigie,kcraigie8z@google.com,692-736-7803,Silver,85,06/02/2023,06/04/2024,7,1603,0.8,Active,Horror,45388,Implementation,4,Active
325,Augustine,Pietasch,apietasch90@answers.com,679-910-7177,Gold,815,16/10/2024,29/05/2024,1,226,2.7,Active,Sci-Fi,45612,Post-Implementation,5,Active
326,Gwennie,Loughlan,gloughlan91@shop-pro.jp,203-672-7288,Silver,587,16/08/2023,11/08/2024,3,1002,2,Active,Drama,45515,Post-Implementation,3,Active
327,Trevar,Jury,tjury92@wunderground.com,512-857-4158,Gold,374,15/04/2023,04/11/2024,6,1799,2.9,Reactivated,Sci-Fi,45600,Implementation,9,Reactivated
328,Harriot,Raden,hraden93@yolasite.com,800-435-4388,Bronze,177,11/08/2023,14/11/2024,2,529,0.2,Lapsed,Horror,45610,Post-Implementation,10,Lapsed
329,Blondelle,Iacovucci,biacovucci94@cnn.com,242-144-6393,Gold,309,09/03/2024,24/08/2024,4,124,1.4,Active,Action,45528,Post-Implementation,8,Active
330,Kristi,Machen,kmachen95@twitpic.com,439-610-7789,Bronze,122,24/06/2023,11/10/2024,2,1199,1.9,Active,Documentary,45576,Implementation,3,Active
331,Katrina,Kiffe,kkiffe96@washingtonpost.com,695-386-9422,Bronze,154,16/06/2024,17/05/2024,1,1146,0.4,Active,Family,45489,Post-Implementation,8,Active
332,Bruce,Dragonette,bdragonette97@sourceforge.net,562-162-1447,Silver,494,03/10/2024,01/10/2024,4,1020,0.8,Active,Sci-Fi,45599,Post-Implementation,5,Active
333,Amy,Hasslocher,ahasslocher98@nasa.gov,409-652-0690,Gold,753,07/02/2023,31/05/2024,5,1546,2.7,Reactivated,Sci-Fi,45443,Implementation,8,Reactivated
334,Timothy,Yallowley,tyallowley99@wp.com,589-667-4064,Silver,737,15/05/2023,25/11/2024,4,974,3.2,Active,Family,45621,Implementation,5,Active
335,Giovanni,McMorran,gmcmorran9a@telegraph.co.uk,987-262-5601,Gold,683,07/02/2022,09/09/2024,2,1662,0.1,Lapsed,Drama,45544,Pre-Implementation,4,Lapsed
336,Keslie,Standish-Brooks,kstandishbrooks9b@china.com.cn,862-353-9345,Silver,420,10/03/2024,24/12/2024,6,509,3.8,Active,Thriller,45650,Post-Implementation,2,Active
337,Guthrie,Challinor,gchallinor9c@admin.ch,613-134-2091,Silver,898,29/03/2024,06/10/2024,2,1117,0.4,Lapsed,Comedy,45571,Post-Implementation,10,Lapsed
338,Bevon,Petford,bpetford9d@quantcast.com,761-475-9248,Silver,379,13/10/2023,28/08/2024,7,1579,3.8,Active,Sci-Fi,45532,Post-Implementation,1,Active
339,Hyman,Torres,htorres9e@lycos.com,179-134-0678,Gold,915,30/11/2024,06/09/2024,7,1197,2.1,Active,Family,45656,Post-Implementation,4,Active
340,Tansy,Dole,tdole9f@t-online.de,826-371-7281,Bronze,436,17/08/2024,19/06/2024,3,1379,2,Active,Comedy,45552,Post-Implementation,6,Active
341,Dulcine,Catt,dcatt9g@about.com,604-172-5937,Silver,192,27/12/2024,09/04/2024,7,1711,2,Lapsed,Sci-Fi,45684,Post-Implementation,10,Lapsed
342,Cathrine,Jansson,cjansson9h@naver.com,992-486-8366,Gold,897,02/10/2023,03/05/2024,3,570,3,Active,Drama,45415,Post-Implementation,7,Active
343,Barbabas,Blackstock,bblackstock9i@i2i.jp,748-509-3600,Silver,801,18/02/2023,03/07/2024,3,1953,2.6,Active,Sci-Fi,45476,Implementation,3,Active
344,Phillis,Cooney,pcooney9j@mac.com,654-910-1017,Gold,439,24/05/2023,29/01/2024,4,811,2.1,Reactivated,Drama,45320,Implementation,8,Reactivated
345,Robinette,Pendall,rpendall9k@indiatimes.com,364-385-8846,Bronze,430,23/04/2022,27/06/2024,2,1266,1.1,Lapsed,Action,45470,Pre-Implementation,1,Lapsed
346,Ora,Knibley,oknibley9l@umich.edu,723-751-5481,Gold,237,20/04/2022,16/03/2024,3,838,2.3,Active,Comedy,45367,Pre-Implementation,7,Active
347,Zebadiah,Drakes,zdrakes9m@vinaora.com,436-373-5334,Gold,576,08/12/2023,03/12/2024,3,179,3.5,Active,Thriller,45629,Post-Implementation,3,Active
348,Bernelle,Moggach,bmoggach9n@mit.edu,898-541-9776,Bronze,527,24/06/2023,08/02/2024,4,1728,3.1,Active,Sci-Fi,45330,Implementation,4,Active
349,Silvan,Jozefczak,sjozefczak9o@virginia.edu,863-722-6586,Gold,810,02/01/2023,08/02/2024,7,1966,3.7,Active,Comedy,45330,Implementation,4,Active
350,Kaela,Sines,ksines9p@tamu.edu,305-591-3820,Gold,456,06/12/2023,30/08/2024,1,1466,0.4,Active,Family,45534,Post-Implementation,7,Active
351,Hartwell,Preto,hpreto9q@sourceforge.net,272-468-3681,Gold,542,02/04/2023,27/06/2024,3,162,0.3,Reactivated,Horror,45470,Implementation,8,Reactivated
352,Don,Constable,dconstable9r@blogtalkradio.com,355-586-7724,Gold,783,31/07/2024,28/07/2024,5,934,2.1,Active,Thriller,45535,Post-Implementation,3,Active
353,Marja,Livingstone,mlivingstone9s@drupal.org,453-894-9706,Silver,762,16/05/2023,26/04/2024,2,756,3.2,Active,Comedy,45408,Implementation,2,Active
354,Zora,Royste,zroyste9t@theglobeandmail.com,860-472-2182,Silver,329,08/10/2023,03/06/2024,7,800,1.6,Active,Comedy,45446,Post-Implementation,8,Active
355,Lynnell,Patis,lpatis9u@miibeian.gov.cn,905-499-5471,Bronze,603,27/11/2023,04/02/2024,4,1489,3.4,Active,Sci-Fi,45326,Post-Implementation,3,Active
356,Gage,Ridoutt,gridoutt9v@msu.edu,830-572-8380,Bronze,71,22/05/2023,17/03/2024,3,558,3.7,Active,Comedy,45368,Implementation,5,Active
357,Libbey,Janz,ljanz9w@amazon.co.jp,327-769-0642,Gold,466,16/12/2024,19/10/2024,7,1667,1.5,Active,Horror,45673,Post-Implementation,8,Active
358,Antony,Willoughway,awilloughway9x@google.ca,308-897-5920,Silver,495,07/09/2024,01/01/2024,3,1891,0.3,Active,Drama,45572,Post-Implementation,5,Active
359,Gareth,Witton,gwitton9y@dailymail.co.uk,745-144-6463,Bronze,484,03/03/2023,13/04/2024,7,93,2.3,Lapsed,Family,45395,Implementation,10,Lapsed
360,Fernanda,Millott,fmillott9z@nih.gov,967-836-2034,Bronze,736,29/04/2022,22/09/2024,5,587,3.7,Lapsed,Sci-Fi,45557,Pre-Implementation,1,Lapsed
361,Kailey,Duffan,kduffana0@live.com,269-142-5949,Gold,642,30/11/2024,23/02/2024,3,766,2.4,Reactivated,Sci-Fi,45656,Post-Implementation,9,Reactivated
362,Gearard,Frye,gfryea1@theatlantic.com,176-438-5702,Bronze,359,05/04/2022,04/10/2024,2,1562,0.8,Lapsed,Comedy,45569,Pre-Implementation,5,Lapsed
363,Rosemarie,Highman,rhighmana2@skyrock.com,616-126-1351,Gold,303,23/12/2024,17/04/2024,3,406,1.4,Active,Family,45680,Post-Implementation,3,Active
364,Baryram,Bernhard,bbernharda3@trellian.com,829-504-5838,Gold,326,07/09/2023,14/08/2024,1,1962,2.5,Reactivated,Action,45518,Post-Implementation,9,Reactivated
365,Jarib,Hayer,jhayera4@nih.gov,509-270-6317,Gold,188,14/07/2023,21/01/2024,7,1364,0.6,Active,Thriller,45312,Post-Implementation,2,Active
366,Verne,MacGinney,vmacginneya5@instagram.com,181-401-2492,Silver,954,20/11/2022,30/01/2024,4,1572,3.3,Lapsed,Documentary,45321,Pre-Implementation,5,Lapsed
367,Griffin,Andriveau,gandriveaua6@telegraph.co.uk,508-174-4352,Bronze,454,16/04/2023,28/04/2024,3,763,2.5,Active,Comedy,45410,Implementation,6,Active
368,Clea,Jonson,cjonsona7@altervista.org,244-336-3768,Silver,230,01/01/2022,13/08/2024,6,712,3.4,Active,Action,45517,Pre-Implementation,7,Active
369,Albertine,De Domenici,adedomenicia8@geocities.jp,921-415-9166,Silver,985,20/11/2024,13/03/2024,4,290,2.9,Active,Drama,45646,Post-Implementation,8,Active
370,North,Bartolommeo,nbartolommeoa9@icio.us,621-193-5545,Bronze,106,13/12/2022,09/02/2024,5,830,2.6,Reactivated,Action,45331,Pre-Implementation,10,Reactivated
371,Cameron,Sallery,csalleryaa@eventbrite.com,267-466-5718,Silver,547,02/01/2023,19/12/2024,2,596,1.7,Reactivated,Thriller,45645,Implementation,8,Reactivated
372,Wash,Rowthorne,wrowthorneab@fda.gov,531-676-3718,Silver,382,28/11/2023,12/04/2024,5,1708,1.1,Active,Family,45394,Post-Implementation,5,Active
373,Lezlie,Coldwell,lcoldwellac@upenn.edu,918-402-0836,Silver,945,03/04/2022,29/09/2024,7,1550,3.8,Reactivated,Thriller,45564,Pre-Implementation,9,Reactivated
374,Bernarr,Kiwitz,bkiwitzad@pbs.org,539-371-3828,Bronze,919,03/11/2024,07/08/2024,3,1149,2.3,Lapsed,Thriller,45629,Post-Implementation,10,Lapsed
375,Marshal,Northrop,mnorthropae@about.com,749-522-8839,Bronze,856,06/05/2023,27/11/2024,3,1092,3.6,Active,Family,45623,Implementation,1,Active
376,Karylin,Divell,kdivellaf@businessweek.com,914-897-0316,Bronze,282,06/08/2022,28/04/2024,1,859,0.2,Lapsed,Action,45410,Pre-Implementation,3,Lapsed
377,Nobie,Mazella,nmazellaag@istockphoto.com,184-611-8125,Bronze,434,03/08/2024,06/02/2024,6,211,2.2,Active,Horror,45538,Post-Implementation,3,Active
378,Eda,Dubbin,edubbinah@t.co,942-479-0863,Silver,257,13/07/2023,14/01/2024,7,1929,2.8,Active,Horror,45305,Post-Implementation,4,Active
379,Kain,Strugnell,kstrugnellai@mediafire.com,253-943-6144,Gold,352,17/12/2022,02/11/2024,3,158,0.8,Reactivated,Family,45598,Pre-Implementation,9,Reactivated
380,Leigh,Blois,lbloisaj@blogtalkradio.com,790-954-3838,Gold,208,09/02/2024,19/09/2024,3,951,1.9,Active,Sci-Fi,45554,Post-Implementation,2,Active
381,Wayne,Charlewood,wcharlewoodak@google.com.au,679-350-5565,Bronze,702,19/12/2024,09/03/2024,1,578,3.4,Active,Horror,45676,Post-Implementation,6,Active
382,Culley,Neles,cnelesal@ft.com,952-603-4739,Bronze,54,01/09/2023,30/01/2024,5,1256,3.6,Active,Sci-Fi,45321,Post-Implementation,8,Active
383,Culver,Halburton,chalburtonam@icq.com,439-826-3910,Gold,971,20/04/2023,23/04/2024,1,1920,2.5,Reactivated,Horror,45405,Implementation,9,Reactivated
384,Nels,Cogdon,ncogdonan@un.org,687-854-2315,Silver,841,23/08/2022,27/10/2024,4,492,0.8,Active,Thriller,45592,Pre-Implementation,7,Active
385,Tabby,Camois,tcamoisao@clickbank.net,841-445-2387,Bronze,551,09/04/2023,27/04/2024,5,260,2.8,Active,Family,45409,Implementation,2,Active
386,Leland,Extance,lextanceap@flavors.me,154-896-2447,Silver,539,01/11/2024,07/03/2024,5,967,1.6,Lapsed,Drama,45627,Post-Implementation,10,Lapsed
387,Arabele,Kynder,akynderaq@google.com,881-766-1171,Silver,731,23/02/2024,17/12/2024,4,1082,1.7,Active,Comedy,45643,Post-Implementation,2,Active
388,Kerrie,Grisdale,kgrisdalear@businesswire.com,804-646-7677,Gold,807,24/06/2023,23/10/2024,2,1237,1.1,Active,Family,45588,Implementation,4,Active
389,Carri,Meadway,cmeadwayas@comcast.net,131-914-9099,Bronze,320,31/05/2023,10/04/2024,4,1326,0.2,Lapsed,Comedy,45392,Implementation,10,Lapsed
390,Agustin,Fontin,afontinat@google.pl,833-320-8818,Gold,354,28/02/2022,19/09/2024,6,1718,2.6,Lapsed,Horror,45554,Pre-Implementation,5,Lapsed
391,Etheline,Manske,emanskeau@a8.net,724-813-3638,Silver,156,24/05/2024,20/10/2024,5,615,1.8,Lapsed,Comedy,45585,Post-Implementation,10,Lapsed
392,Selig,Polfer,spolferav@earthlink.net,958-791-4250,Bronze,216,22/03/2023,05/02/2024,3,1511,3.8,Active,Documentary,45327,Implementation,4,Active
393,Ryun,Mandel,rmandelaw@imageshack.us,719-365-4594,Gold,324,11/10/2024,17/06/2024,7,1962,3.5,Active,Action,45607,Post-Implementation,3,Active
394,Zebulen,Kik,zkikax@spotify.com,371-871-2140,Gold,724,06/02/2023,13/08/2024,3,877,3,Active,Comedy,45517,Implementation,7,Active
395,Ray,Feasley,rfeasleyay@tripadvisor.com,504-954-1492,Bronze,378,22/06/2023,27/07/2024,1,1519,4,Active,Family,45500,Implementation,2,Active
396,Benson,Hylden,bhyldenaz@nationalgeographic.com,451-520-6188,Gold,528,13/03/2022,31/01/2024,4,1622,0.8,Lapsed,Sci-Fi,45322,Pre-Implementation,1,Lapsed
397,Lutero,Brobeck,lbrobeckb0@yahoo.co.jp,984-490-2759,Bronze,283,10/03/2022,26/05/2024,7,389,3.6,Lapsed,Drama,45438,Pre-Implementation,3,Lapsed
398,Ferdinande,Oldnall,foldnallb1@posterous.com,478-685-0445,Gold,299,12/01/2023,28/01/2024,1,1555,1.5,Active,Family,45319,Implementation,2,Active
399,Stillman,Prater,spraterb2@globo.com,387-891-5908,Gold,730,17/11/2024,02/07/2024,6,763,1.1,Lapsed,Documentary,45643,Post-Implementation,10,Lapsed
400,Davidde,Trice,dtriceb3@hc360.com,680-999-5702,Bronze,454,28/01/2024,16/02/2024,7,1492,1.5,Lapsed,Comedy,45338,Post-Implementation,10,Lapsed
401,Morganica,Fernant,mfernantb4@spiegel.de,316-565-1492,Bronze,517,08/06/2023,03/07/2024,4,1222,3.1,Active,Thriller,45476,Implementation,1,Active
402,April,McReidy,amcreidyb5@si.edu,918-121-3778,Silver,651,26/01/2023,19/07/2024,4,1609,3.3,Lapsed,Drama,45492,Implementation,10,Lapsed
403,Domini,Chase,dchaseb6@dyndns.org,612-540-0961,Gold,75,18/03/2023,25/04/2024,4,367,1.2,Active,Horror,45407,Implementation,4,Active
404,Dodi,Wycherley,dwycherleyb7@ftc.gov,879-337-3377,Silver,728,03/12/2023,25/02/2024,4,1705,3.3,Active,Action,45347,Post-Implementation,4,Active
405,Amalita,Punchard,apunchardb8@facebook.com,377-394-7167,Bronze,721,22/03/2022,07/11/2024,1,1860,2.3,Reactivated,Comedy,45603,Pre-Implementation,10,Reactivated
406,Glennis,Willingam,gwillingamb9@un.org,314-611-6735,Bronze,225,04/11/2022,28/08/2024,3,162,3.9,Active,Thriller,45532,Pre-Implementation,7,Active
407,Elinor,Baglin,ebaglinba@surveymonkey.com,508-712-3966,Silver,304,22/06/2023,19/02/2024,2,1218,2.2,Lapsed,Comedy,45341,Implementation,10,Lapsed
408,Darill,Rontree,drontreebb@freewebs.com,725-831-4988,Gold,118,19/06/2023,24/01/2024,1,1081,3.1,Reactivated,Horror,45315,Implementation,8,Reactivated
409,Margalo,Edeson,medesonbc@cnbc.com,452-874-6161,Gold,593,05/02/2023,03/09/2024,4,482,1.9,Reactivated,Family,45538,Implementation,8,Reactivated
410,Jonah,Switsur,jswitsurbd@cafepress.com,721-827-2855,Silver,812,20/06/2023,06/07/2024,1,679,3,Active,Action,45479,Implementation,6,Active
411,Rossy,Zaczek,rzaczekbe@feedburner.com,367-745-2122,Gold,421,02/10/2022,27/06/2024,7,1707,3.5,Lapsed,Thriller,45470,Pre-Implementation,2,Lapsed
412,Meredith,Itzhayek,mitzhayekbf@whitehouse.gov,359-220-0751,Silver,455,12/08/2023,30/11/2024,4,1565,0.2,Active,Documentary,45626,Post-Implementation,3,Active
413,Sela,Woodfield,swoodfieldbg@51.la,923-197-6321,Bronze,721,02/09/2023,01/07/2024,2,1131,2.6,Active,Documentary,45474,Post-Implementation,3,Active
414,August,Camerello,acamerellobh@scientificamerican.com,253-430-2203,Bronze,859,09/01/2024,28/08/2024,1,1056,3.3,Active,Documentary,45532,Post-Implementation,4,Active
415,Bethany,Ockenden,bockendenbi@reference.com,458-942-2643,Silver,285,04/08/2023,09/04/2024,3,1158,2.4,Active,Sci-Fi,45391,Post-Implementation,7,Active
416,Sileas,Boon,sboonbj@sciencedaily.com,281-921-1587,Bronze,487,18/12/2024,23/06/2024,6,390,1.2,Active,Documentary,45675,Post-Implementation,2,Active
417,Humphrey,Doret,hdoretbk@ftc.gov,859-604-8314,Gold,752,03/07/2023,10/04/2024,4,348,2.8,Active,Action,45392,Post-Implementation,5,Active
418,Sandye,Huggan,shugganbl@shinystat.com,339-759-5723,Gold,235,08/06/2022,21/06/2024,5,456,1.7,Lapsed,Drama,45464,Pre-Implementation,5,Lapsed
419,Noby,Gravenor,ngravenorbm@booking.com,232-607-7516,Silver,396,20/01/2024,14/05/2024,7,1624,0.3,Active,Drama,45426,Post-Implementation,1,Active
420,Annamarie,Leif,aleifbn@trellian.com,712-478-3280,Gold,266,17/01/2023,20/08/2024,2,470,3.6,Active,Sci-Fi,45524,Implementation,3,Active
421,Egan,Greydon,egreydonbo@scientificamerican.com,341-349-5895,Silver,847,08/07/2022,31/03/2024,2,163,2.8,Lapsed,Comedy,45382,Pre-Implementation,3,Lapsed
422,Winona,O'Cullinane,wocullinanebp@japanpost.jp,723-828-0315,Bronze,540,26/07/2023,27/09/2024,2,550,1.4,Active,Drama,45562,Post-Implementation,4,Active
423,Hurley,Bellis,hbellisbq@omniture.com,720-767-2658,Gold,136,01/11/2024,15/01/2024,6,307,1.9,Active,Comedy,45627,Post-Implementation,8,Active
424,Eydie,Fiander,efianderbr@epa.gov,292-687-2569,Bronze,309,09/01/2024,14/04/2024,6,1510,2.1,Active,Horror,45396,Post-Implementation,1,Active
425,Dannie,Engledow,dengledowbs@time.com,624-549-4933,Silver,590,23/06/2023,02/05/2024,2,1238,3.1,Reactivated,Action,45414,Implementation,8,Reactivated
426,Charley,Velten,cveltenbt@bandcamp.com,850-887-9218,Bronze,501,07/05/2022,15/04/2024,5,1856,3.3,Active,Action,45397,Pre-Implementation,8,Active
427,Dot,Tighe,dtighebu@columbia.edu,926-857-0766,Gold,662,19/06/2023,15/03/2024,7,1913,2.1,Active,Sci-Fi,45366,Implementation,2,Active
428,Marwin,Cullinan,mcullinanbv@paypal.com,847-593-7444,Gold,626,19/09/2022,06/11/2024,7,782,0.9,Active,Sci-Fi,45602,Pre-Implementation,7,Active
429,Durand,Faires,dfairesbw@un.org,679-951-6792,Gold,198,09/09/2024,12/11/2024,1,81,2.7,Reactivated,Documentary,45608,Post-Implementation,9,Reactivated
430,Max,Quarton,mquartonbx@zimbio.com,131-795-6796,Silver,703,24/01/2023,07/06/2024,1,1720,2.5,Lapsed,Family,45450,Implementation,10,Lapsed
431,Broderic,Kadar,bkadarby@imgur.com,579-284-9861,Bronze,421,05/06/2023,25/12/2024,5,1798,1.5,Lapsed,Drama,45651,Implementation,10,Lapsed
432,Rey,Vousden,rvousdenbz@lycos.com,224-263-7397,Gold,643,04/09/2023,26/10/2024,7,1504,0.3,Lapsed,Thriller,45591,Post-Implementation,10,Lapsed
433,Andie,Jillard,ajillardc0@jiathis.com,291-429-1983,Gold,722,09/01/2022,05/07/2024,7,78,1.3,Lapsed,Drama,45478,Pre-Implementation,6,Lapsed
434,Nikolia,Jull,njullc1@fotki.com,229-534-0774,Silver,949,23/12/2024,23/02/2024,2,987,1.1,Active,Drama,45680,Post-Implementation,4,Active
435,Fergus,Abreheart,fabreheartc2@networkadvertising.org,813-334-4960,Silver,81,18/06/2024,12/07/2024,1,513,0.6,Active,Action,45485,Post-Implementation,6,Active
436,Bobinette,Fearnehough,bfearnehoughc3@diigo.com,921-750-0565,Bronze,391,11/12/2022,05/02/2024,6,981,3.9,Active,Sci-Fi,45327,Pre-Implementation,8,Active
437,Teddy,Prattington,tprattingtonc4@theglobeandmail.com,871-363-9057,Bronze,891,25/11/2024,27/02/2024,4,760,0.7,Active,Horror,45651,Post-Implementation,2,Active
438,Aileen,Bemment,abemmentc5@time.com,205-402-3743,Gold,297,15/07/2024,05/11/2024,7,1950,0.7,Lapsed,Horror,45601,Post-Implementation,10,Lapsed
439,Brennen,Kiledal,bkiledalc6@nytimes.com,550-466-9953,Gold,350,05/02/2023,21/11/2024,2,1365,3.9,Reactivated,Drama,45617,Implementation,8,Reactivated
440,Janel,Burman,jburmanc7@pen.io,976-926-9556,Gold,323,04/01/2024,16/01/2024,3,836,3.1,Active,Action,45307,Post-Implementation,8,Active
441,Joey,Cowland,jcowlandc8@youtu.be,830-169-6172,Bronze,639,18/04/2022,14/01/2024,2,1324,4,Lapsed,Drama,45305,Pre-Implementation,6,Lapsed
442,Luigi,Pettingall,lpettingallc9@va.gov,570-814-2124,Gold,356,03/05/2023,18/11/2024,5,1297,3.3,Reactivated,Horror,45614,Implementation,8,Reactivated
443,Kendell,Fanshawe,kfanshaweca@prlog.org,572-701-0664,Bronze,912,10/01/2023,08/04/2024,3,1511,0.2,Active,Action,45390,Implementation,4,Active
444,Amelia,Cattrell,acattrellcb@nymag.com,155-197-4310,Gold,792,26/09/2024,16/09/2024,1,1755,2.4,Active,Horror,45591,Post-Implementation,5,Active
445,Sharline,Fulop,sfulopcc@newsvine.com,839-529-9997,Gold,155,21/11/2024,25/02/2024,5,1656,1.2,Active,Drama,45647,Post-Implementation,3,Active
446,Les,Jermin,ljermincd@clickbank.net,579-831-6094,Bronze,881,20/08/2022,09/10/2024,3,86,0.8,Lapsed,Action,45574,Pre-Implementation,2,Lapsed
447,Viviyan,Southam,vsouthamce@angelfire.com,875-110-0219,Gold,93,29/08/2023,22/10/2024,4,334,2.9,Active,Drama,45587,Post-Implementation,6,Active
448,Georgine,Pullan,gpullancf@latimes.com,585-692-8415,Bronze,112,20/05/2023,28/03/2024,7,627,3.7,Active,Drama,45379,Implementation,4,Active
449,Perceval,Dalzell,pdalzellcg@tinypic.com,774-866-1313,Bronze,293,04/02/2022,22/07/2024,5,1702,2.8,Active,Comedy,45495,Pre-Implementation,7,Active
450,Panchito,Knevett,pknevettch@usa.gov,350-813-3763,Bronze,104,13/09/2023,30/03/2024,6,1456,2.1,Active,Action,45381,Post-Implementation,2,Active
451,Karia,Culpan,kculpanci@amazon.co.jp,130-634-2709,Gold,197,25/04/2023,04/10/2024,4,1264,1.9,Active,Comedy,45569,Implementation,7,Active
452,Rafe,Kingsley,rkingsleycj@elpais.com,603-348-8382,Gold,607,18/07/2023,11/07/2024,7,1914,1.3,Active,Drama,45484,Post-Implementation,1,Active
453,Tymothy,Birdsey,tbirdseyck@blogspot.com,690-933-0938,Silver,941,16/03/2022,07/02/2024,7,162,2,Active,Family,45329,Pre-Implementation,7,Active
454,Julissa,Stockley,jstockleycl@kickstarter.com,216-448-7329,Gold,434,19/11/2022,05/07/2024,5,612,2.5,Lapsed,Comedy,45478,Pre-Implementation,3,Lapsed
455,Wayne,Beldom,wbeldomcm@usnews.com,267-259-0815,Silver,537,17/07/2023,15/03/2024,3,896,2.4,Active,Sci-Fi,45366,Post-Implementation,7,Active
456,Brenn,Nunes Nabarro,bnunesnabarrocn@google.es,408-389-7593,Bronze,240,15/07/2022,22/11/2024,5,1289,2.3,Lapsed,Family,45618,Pre-Implementation,1,Lapsed
457,Rees,Joskowitz,rjoskowitzco@tiny.cc,646-310-8404,Bronze,104,13/12/2024,15/04/2024,3,155,2.9,Active,Documentary,45670,Post-Implementation,3,Active
458,Marketa,McMearty,mmcmeartycp@devhub.com,247-711-4346,Silver,119,28/05/2024,09/10/2024,5,449,2.7,Active,Family,45574,Post-Implementation,8,Active
459,Daryl,Reuven,dreuvencq@twitpic.com,725-911-5562,Bronze,316,11/02/2022,08/01/2024,2,1179,2.5,Lapsed,Action,45299,Pre-Implementation,3,Lapsed
460,Melamie,Waghorne,mwaghornecr@topsy.com,528-869-9207,Silver,221,10/08/2023,02/03/2024,1,1725,0.5,Lapsed,Drama,45353,Post-Implementation,10,Lapsed
461,Neale,Jodlowski,njodlowskics@deviantart.com,219-591-5987,Silver,477,17/04/2023,05/08/2024,6,432,0.8,Reactivated,Drama,45509,Implementation,9,Reactivated
462,Laurence,Blunsden,lblunsdenct@buzzfeed.com,749-175-5825,Silver,372,04/01/2023,11/03/2024,1,1257,1.2,Reactivated,Horror,45362,Implementation,9,Reactivated
463,Fannie,Amery,famerycu@alibaba.com,696-426-8603,Gold,811,17/09/2023,24/02/2024,7,67,0.8,Active,Sci-Fi,45346,Post-Implementation,7,Active
464,Max,Myderscough,mmyderscoughcv@wikispaces.com,212-651-1163,Silver,736,26/07/2023,20/05/2024,3,1978,1.8,Active,Thriller,45432,Post-Implementation,7,Active
465,Alie,Guthrie,aguthriecw@imdb.com,763-974-9168,Bronze,181,15/04/2023,13/08/2024,4,1705,0.2,Active,Documentary,45517,Implementation,5,Active
466,Mignonne,Bergin,mbergincx@hibu.com,719-705-3268,Bronze,344,31/10/2024,26/08/2024,3,1546,3.6,Active,Horror,45627,Post-Implementation,6,Active
467,Bevvy,Rigard,brigardcy@bizjournals.com,150-663-1598,Gold,885,19/07/2024,18/01/2024,4,1813,2.7,Active,Drama,45523,Post-Implementation,3,Active
468,Garrard,Jannequin,gjannequincz@altervista.org,320-528-6440,Silver,511,05/06/2023,07/10/2024,1,174,3.6,Active,Thriller,45572,Implementation,4,Active
469,Pace,Morfey,pmorfeyd0@1und1.de,848-711-8931,Bronze,793,18/04/2022,09/05/2024,7,393,1.5,Active,Thriller,45421,Pre-Implementation,7,Active
470,Darcee,De Bernardi,ddebernardid1@bloomberg.com,478-724-5872,Gold,199,06/01/2023,20/03/2024,3,707,1.7,Active,Family,45371,Implementation,1,Active
471,Cati,Scutt,cscuttd2@imgur.com,733-901-4321,Gold,633,28/04/2024,31/10/2024,7,1702,2.5,Active,Comedy,45596,Post-Implementation,4,Active
472,Saree,Kinane,skinaned3@blogs.com,738-154-9542,Gold,389,20/12/2023,21/02/2024,4,797,1,Active,Horror,45343,Post-Implementation,6,Active
473,Shane,Shillum,sshillumd4@ifeng.com,989-953-7926,Silver,541,17/05/2023,29/03/2024,7,831,2.6,Active,Family,45380,Implementation,4,Active
474,Stacee,Blanket,sblanketd5@cafepress.com,327-547-9874,Gold,301,31/12/2022,12/06/2024,5,202,1.6,Lapsed,Comedy,45455,Pre-Implementation,3,Lapsed
475,Torre,Holyland,tholylandd6@bluehost.com,937-191-9561,Silver,471,25/05/2023,13/06/2024,5,238,2.6,Active,Thriller,45456,Implementation,6,Active
